record_id,corpus_index,representation_class,generator_shape,n,transformation,transformation_class,contract,contract_class,subset_size_m,n_subsets_at_m,zero_count_at_m,minimal_k,irreducible
case_1115,1184,R2,alternating,3,T1_stopword,elementwise,P5_uncertainty,noncancelling,2,3,0,1,False
case_1116,1185,R3,random,4,T4_context,relational,P4_provenance,noncancelling,2,6,0,1,False
case_1117,1185,R3,random,4,T4_context,relational,P4_provenance,noncancelling,3,4,0,1,False
case_1118,1186,R1,same_value_diff_source,3,T5_reference,elementwise,P5_uncertainty,noncancelling,2,3,0,1,False
case_1119,1188,R3,overlap,4,T5_reference,elementwise,P3_required,noncancelling,2,6,0,1,False
case_1120,1188,R3,overlap,4,T5_reference,elementwise,P3_required,noncancelling,3,4,0,1,False
case_1121,1189,R4,same_value_diff_source,3,T8_interacting,relational,P9_balance,cancelling,2,3,3,1,False
case_1122,1190,R3,overlap,4,T8_interacting,relational,P6_scope,noncancelling,2,6,5,irreducible,True
case_1123,1190,R3,overlap,4,T8_interacting,relational,P6_scope,noncancelling,3,4,2,2,False
case_1124,1191,R3,random,4,T4_context,relational,P8_composite,noncancelling,2,6,0,1,False
case_1125,1191,R3,random,4,T4_context,relational,P8_composite,noncancelling,3,4,0,1,False
case_1126,1194,R2,same_value_diff_source,3,T8_interacting,relational,P2_len,noncancelling,2,3,3,1,False
case_1127,1206,R3,repeat,4,T8_interacting,relational,P5_uncertainty,noncancelling,2,6,6,1,False
case_1128,1206,R3,repeat,4,T8_interacting,relational,P5_uncertainty,noncancelling,3,4,4,1,False
case_1129,1207,R3,random,6,T6_meta_preserving,elementwise,P7_contradiction,noncancelling,2,15,0,1,False
case_1130,1207,R3,random,6,T6_meta_preserving,elementwise,P7_contradiction,noncancelling,3,20,0,1,False
case_1131,1207,R3,random,6,T6_meta_preserving,elementwise,P7_contradiction,noncancelling,4,15,0,1,False
case_1132,1207,R3,random,6,T6_meta_preserving,elementwise,P7_contradiction,noncancelling,5,6,0,1,False
case_1133,1209,R3,same_value_diff_source,3,T4_context,relational,P5_uncertainty,noncancelling,2,3,3,1,False
case_1134,1213,R1,overlap,4,T6_meta_preserving,elementwise,P7_contradiction,noncancelling,2,6,0,1,False
case_1135,1213,R1,overlap,4,T6_meta_preserving,elementwise,P7_contradiction,noncancelling,3,4,0,1,False
case_1136,1216,R4,overlap,4,T6_meta_preserving,elementwise,P4_provenance,noncancelling,2,6,0,1,False
case_1137,1216,R4,overlap,4,T6_meta_preserving,elementwise,P4_provenance,noncancelling,3,4,0,1,False
case_1138,1217,R2,alternating,4,T5_reference,elementwise,P2_len,noncancelling,2,6,0,1,False
case_1139,1217,R2,alternating,4,T5_reference,elementwise,P2_len,noncancelling,3,4,0,1,False
case_1140,1219,R3,random,6,T3_normalize,elementwise,P6_scope,noncancelling,2,15,0,1,False
case_1141,1219,R3,random,6,T3_normalize,elementwise,P6_scope,noncancelling,3,20,0,1,False
case_1142,1219,R3,random,6,T3_normalize,elementwise,P6_scope,noncancelling,4,15,0,1,False
case_1143,1219,R3,random,6,T3_normalize,elementwise,P6_scope,noncancelling,5,6,0,1,False
case_1144,1220,R3,alternating,4,T3_normalize,elementwise,P5_uncertainty,noncancelling,2,6,0,1,False
case_1145,1220,R3,alternating,4,T3_normalize,elementwise,P5_uncertainty,noncancelling,3,4,0,1,False
case_1146,1223,R4,random,4,T3_normalize,elementwise,P7_contradiction,noncancelling,2,6,0,1,False
case_1147,1223,R4,random,4,T3_normalize,elementwise,P7_contradiction,noncancelling,3,4,0,1,False
case_1148,1224,R1,same_value_diff_source,3,T8_interacting,relational,P7_contradiction,noncancelling,2,3,3,1,False
case_1149,1226,R4,same_value_diff_source,3,T1_stopword,elementwise,P1_result,noncancelling,2,3,0,1,False
case_1150,1230,R2,nested,5,T5_reference,elementwise,P3_required,noncancelling,2,10,0,1,False
case_1151,1230,R2,nested,5,T5_reference,elementwise,P3_required,noncancelling,3,10,0,1,False
case_1152,1230,R2,nested,5,T5_reference,elementwise,P3_required,noncancelling,4,5,0,1,False
case_1153,1234,R2,nested,5,T7_meta_destroying,elementwise,P4_provenance,noncancelling,2,10,0,1,False
case_1154,1234,R2,nested,5,T7_meta_destroying,elementwise,P4_provenance,noncancelling,3,10,0,1,False
case_1155,1234,R2,nested,5,T7_meta_destroying,elementwise,P4_provenance,noncancelling,4,5,0,1,False
case_1156,1235,R3,same_value_diff_source,3,T5_reference,elementwise,P9_balance,cancelling,2,3,3,1,False
case_1157,1236,R4,same_value_diff_source,3,T8_interacting,relational,P3_required,noncancelling,2,3,3,1,False
case_1158,1241,R2,random,5,T7_meta_destroying,elementwise,P5_uncertainty,noncancelling,2,10,0,1,False
case_1159,1241,R2,random,5,T7_meta_destroying,elementwise,P5_uncertainty,noncancelling,3,10,0,1,False
case_1160,1241,R2,random,5,T7_meta_destroying,elementwise,P5_uncertainty,noncancelling,4,5,0,1,False
case_1161,1244,R1,overlap,4,T4_context,relational,P1_result,noncancelling,2,6,4,irreducible,True
case_1162,1244,R1,overlap,4,T4_context,relational,P1_result,noncancelling,3,4,0,1,False
case_1163,1250,R3,nested,5,T1_stopword,elementwise,P9_balance,cancelling,2,10,10,1,False
case_1164,1250,R3,nested,5,T1_stopword,elementwise,P9_balance,cancelling,3,10,10,1,False
case_1165,1250,R3,nested,5,T1_stopword,elementwise,P9_balance,cancelling,4,5,5,1,False
case_1166,1251,R3,nested,5,T4_context,relational,P8_composite,noncancelling,2,10,0,1,False
case_1167,1251,R3,nested,5,T4_context,relational,P8_composite,noncancelling,3,10,0,1,False
case_1168,1251,R3,nested,5,T4_context,relational,P8_composite,noncancelling,4,5,0,1,False
case_1169,1254,R4,alternating,6,T3_normalize,elementwise,P9_balance,cancelling,2,15,1,1,False
case_1170,1254,R4,alternating,6,T3_normalize,elementwise,P9_balance,cancelling,3,20,0,1,False
case_1171,1254,R4,alternating,6,T3_normalize,elementwise,P9_balance,cancelling,4,15,0,1,False
case_1172,1254,R4,alternating,6,T3_normalize,elementwise,P9_balance,cancelling,5,6,0,1,False
case_1173,1259,R2,nested,5,T7_meta_destroying,elementwise,P5_uncertainty,noncancelling,2,10,0,1,False
case_1174,1259,R2,nested,5,T7_meta_destroying,elementwise,P5_uncertainty,noncancelling,3,10,0,1,False
case_1175,1259,R2,nested,5,T7_meta_destroying,elementwise,P5_uncertainty,noncancelling,4,5,0,1,False
case_1176,1262,R1,random,3,T7_meta_destroying,elementwise,P7_contradiction,noncancelling,2,3,0,1,False
case_1177,1264,R4,alternating,4,T8_interacting,relational,P4_provenance,noncancelling,2,6,3,irreducible,True
case_1178,1264,R4,alternating,4,T8_interacting,relational,P4_provenance,noncancelling,3,4,0,1,False
case_1179,1267,R1,repeat,3,T6_meta_preserving,elementwise,P9_balance,cancelling,2,3,3,1,False
case_1180,1268,R4,nested,5,T4_context,relational,P9_balance,cancelling,2,10,5,irreducible,True
case_1181,1268,R4,nested,5,T4_context,relational,P9_balance,cancelling,3,10,3,irreducible,True
case_1182,1268,R4,nested,5,T4_context,relational,P9_balance,cancelling,4,5,3,3,False
case_1183,1269,R1,alternating,3,T5_reference,elementwise,P6_scope,noncancelling,2,3,0,1,False
case_1184,1270,R1,overlap,4,T3_normalize,elementwise,P7_contradiction,noncancelling,2,6,0,1,False
case_1185,1270,R1,overlap,4,T3_normalize,elementwise,P7_contradiction,noncancelling,3,4,0,1,False
case_1186,1271,R1,repeat,3,T1_stopword,elementwise,P2_len,noncancelling,2,3,3,1,False
case_1187,1274,R3,same_value_diff_source,3,T7_meta_destroying,elementwise,P7_contradiction,noncancelling,2,3,0,1,False
case_1188,1278,R1,same_value_diff_source,3,T6_meta_preserving,elementwise,P4_provenance,noncancelling,2,3,0,1,False
case_1189,1280,R3,repeat,4,T6_meta_preserving,elementwise,P6_scope,noncancelling,2,6,0,1,False
case_1190,1280,R3,repeat,4,T6_meta_preserving,elementwise,P6_scope,noncancelling,3,4,0,1,False
case_1191,1281,R3,nested,5,T1_stopword,elementwise,P2_len,noncancelling,2,10,3,1,False
case_1192,1281,R3,nested,5,T1_stopword,elementwise,P2_len,noncancelling,3,10,1,1,False
case_1193,1281,R3,nested,5,T1_stopword,elementwise,P2_len,noncancelling,4,5,0,1,False
case_1194,1283,R4,same_value_diff_source,3,T2_dedup,relational,P3_required,noncancelling,2,3,3,1,False
case_1195,1291,R3,same_value_diff_source,3,T6_meta_preserving,elementwise,P9_balance,cancelling,2,3,0,1,False
case_1196,1293,R4,nested,5,T5_reference,elementwise,P1_result,noncancelling,2,10,1,1,False
case_1197,1293,R4,nested,5,T5_reference,elementwise,P1_result,noncancelling,3,10,0,1,False
case_1198,1293,R4,nested,5,T5_reference,elementwise,P1_result,noncancelling,4,5,0,1,False
case_1199,1295,R1,same_value_diff_source,3,T8_interacting,relational,P7_contradiction,noncancelling,2,3,3,1,False
case_1200,1297,R2,overlap,4,T8_interacting,relational,P3_required,noncancelling,2,6,5,irreducible,True
case_1201,1297,R2,overlap,4,T8_interacting,relational,P3_required,noncancelling,3,4,2,2,False
case_1202,1299,R2,nested,5,T4_context,relational,P9_balance,cancelling,2,10,10,1,False
case_1203,1299,R2,nested,5,T4_context,relational,P9_balance,cancelling,3,10,10,1,False
case_1204,1299,R2,nested,5,T4_context,relational,P9_balance,cancelling,4,5,5,1,False
case_1205,1301,R1,same_value_diff_source,3,T7_meta_destroying,elementwise,P8_composite,noncancelling,2,3,0,1,False
case_1206,1305,R2,random,3,T2_dedup,relational,P4_provenance,noncancelling,2,3,0,1,False
case_1207,1308,R4,overlap,4,T1_stopword,elementwise,P3_required,noncancelling,2,6,1,1,False
case_1208,1308,R4,overlap,4,T1_stopword,elementwise,P3_required,noncancelling,3,4,0,1,False
case_1209,1312,R4,nested,5,T4_context,relational,P2_len,noncancelling,2,10,0,1,False
case_1210,1312,R4,nested,5,T4_context,relational,P2_len,noncancelling,3,10,0,1,False
case_1211,1312,R4,nested,5,T4_context,relational,P2_len,noncancelling,4,5,0,1,False
case_1212,1313,R4,alternating,4,T5_reference,elementwise,P7_contradiction,noncancelling,2,6,0,1,False
case_1213,1313,R4,alternating,4,T5_reference,elementwise,P7_contradiction,noncancelling,3,4,0,1,False
case_1214,1315,R4,nested,5,T6_meta_preserving,elementwise,P5_uncertainty,noncancelling,2,10,0,1,False
case_1215,1315,R4,nested,5,T6_meta_preserving,elementwise,P5_uncertainty,noncancelling,3,10,0,1,False
case_1216,1315,R4,nested,5,T6_meta_preserving,elementwise,P5_uncertainty,noncancelling,4,5,0,1,False
case_1217,1316,R2,nested,5,T5_reference,elementwise,P9_balance,cancelling,2,10,10,1,False
case_1218,1316,R2,nested,5,T5_reference,elementwise,P9_balance,cancelling,3,10,10,1,False
case_1219,1316,R2,nested,5,T5_reference,elementwise,P9_balance,cancelling,4,5,5,1,False
case_1220,1319,R1,repeat,4,T7_meta_destroying,elementwise,P4_provenance,noncancelling,2,6,0,1,False
case_1221,1319,R1,repeat,4,T7_meta_destroying,elementwise,P4_provenance,noncancelling,3,4,0,1,False
case_1222,1321,R3,random,6,T4_context,relational,P3_required,noncancelling,2,15,0,1,False
case_1223,1321,R3,random,6,T4_context,relational,P3_required,noncancelling,3,20,0,1,False
case_1224,1321,R3,random,6,T4_context,relational,P3_required,noncancelling,4,15,0,1,False
case_1225,1321,R3,random,6,T4_context,relational,P3_required,noncancelling,5,6,0,1,False
case_1226,1322,R1,overlap,4,T1_stopword,elementwise,P5_uncertainty,noncancelling,2,6,1,1,False
case_1227,1322,R1,overlap,4,T1_stopword,elementwise,P5_uncertainty,noncancelling,3,4,0,1,False
case_1228,1327,R2,nested,5,T3_normalize,elementwise,P1_result,noncancelling,2,10,0,1,False
case_1229,1327,R2,nested,5,T3_normalize,elementwise,P1_result,noncancelling,3,10,0,1,False
case_1230,1327,R2,nested,5,T3_normalize,elementwise,P1_result,noncancelling,4,5,0,1,False
case_1231,1329,R4,nested,5,T6_meta_preserving,elementwise,P3_required,noncancelling,2,10,0,1,False
case_1232,1329,R4,nested,5,T6_meta_preserving,elementwise,P3_required,noncancelling,3,10,0,1,False
case_1233,1329,R4,nested,5,T6_meta_preserving,elementwise,P3_required,noncancelling,4,5,0,1,False
case_1234,1331,R3,overlap,4,T1_stopword,elementwise,P5_uncertainty,noncancelling,2,6,1,1,False
case_1235,1331,R3,overlap,4,T1_stopword,elementwise,P5_uncertainty,noncancelling,3,4,0,1,False
case_1236,1333,R2,repeat,4,T3_normalize,elementwise,P3_required,noncancelling,2,6,0,1,False
case_1237,1333,R2,repeat,4,T3_normalize,elementwise,P3_required,noncancelling,3,4,0,1,False
case_1238,1334,R4,nested,5,T6_meta_preserving,elementwise,P1_result,noncancelling,2,10,0,1,False
case_1239,1334,R4,nested,5,T6_meta_preserving,elementwise,P1_result,noncancelling,3,10,0,1,False
case_1240,1334,R4,nested,5,T6_meta_preserving,elementwise,P1_result,noncancelling,4,5,0,1,False
case_1241,1335,R3,overlap,4,T7_meta_destroying,elementwise,P6_scope,noncancelling,2,6,0,1,False
case_1242,1335,R3,overlap,4,T7_meta_destroying,elementwise,P6_scope,noncancelling,3,4,0,1,False
case_1243,1336,R2,overlap,4,T8_interacting,relational,P1_result,noncancelling,2,6,5,irreducible,True
case_1244,1336,R2,overlap,4,T8_interacting,relational,P1_result,noncancelling,3,4,2,2,False
case_1245,1337,R1,overlap,4,T3_normalize,elementwise,P1_result,noncancelling,2,6,0,1,False
case_1246,1337,R1,overlap,4,T3_normalize,elementwise,P1_result,noncancelling,3,4,0,1,False
case_1247,1338,R4,overlap,4,T4_context,relational,P4_provenance,noncancelling,2,6,1,1,False
case_1248,1338,R4,overlap,4,T4_context,relational,P4_provenance,noncancelling,3,4,0,1,False
case_1249,1340,R1,repeat,3,T7_meta_destroying,elementwise,P3_required,noncancelling,2,3,0,1,False
case_1250,1342,R2,repeat,4,T8_interacting,relational,P4_provenance,noncancelling,2,6,6,1,False
case_1251,1342,R2,repeat,4,T8_interacting,relational,P4_provenance,noncancelling,3,4,4,1,False
case_1252,1343,R1,overlap,4,T1_stopword,elementwise,P9_balance,cancelling,2,6,6,1,False
case_1253,1343,R1,overlap,4,T1_stopword,elementwise,P9_balance,cancelling,3,4,4,1,False
case_1254,1344,R2,same_value_diff_source,3,T3_normalize,elementwise,P2_len,noncancelling,2,3,0,1,False
case_1255,1345,R4,repeat,3,T7_meta_destroying,elementwise,P7_contradiction,noncancelling,2,3,0,1,False
case_1256,1348,R2,random,6,T1_stopword,elementwise,P9_balance,cancelling,2,15,15,1,False
case_1257,1348,R2,random,6,T1_stopword,elementwise,P9_balance,cancelling,3,20,20,1,False
case_1258,1348,R2,random,6,T1_stopword,elementwise,P9_balance,cancelling,4,15,15,1,False
case_1259,1348,R2,random,6,T1_stopword,elementwise,P9_balance,cancelling,5,6,6,1,False
case_1260,1349,R2,nested,5,T8_interacting,relational,P4_provenance,noncancelling,2,10,6,irreducible,True
case_1261,1349,R2,nested,5,T8_interacting,relational,P4_provenance,noncancelling,3,10,3,irreducible,True
case_1262,1349,R2,nested,5,T8_interacting,relational,P4_provenance,noncancelling,4,5,0,1,False
case_1263,1350,R1,random,3,T2_dedup,relational,P1_result,noncancelling,2,3,0,1,False
case_1264,1355,R4,random,3,T4_context,relational,P9_balance,cancelling,2,3,0,1,False
case_1265,1356,R2,same_value_diff_source,3,T2_dedup,relational,P2_len,noncancelling,2,3,3,1,False
case_1266,1357,R4,overlap,4,T8_interacting,relational,P9_balance,cancelling,2,6,3,1,False
case_1267,1357,R4,overlap,4,T8_interacting,relational,P9_balance,cancelling,3,4,1,1,False
case_1268,1358,R1,nested,5,T7_meta_destroying,elementwise,P6_scope,noncancelling,2,10,0,1,False
case_1269,1358,R1,nested,5,T7_meta_destroying,elementwise,P6_scope,noncancelling,3,10,0,1,False
case_1270,1358,R1,nested,5,T7_meta_destroying,elementwise,P6_scope,noncancelling,4,5,0,1,False
case_1271,1359,R2,alternating,3,T1_stopword,elementwise,P6_scope,noncancelling,2,3,1,1,False
case_1272,1361,R4,random,4,T2_dedup,relational,P2_len,noncancelling,2,6,0,1,False
case_1273,1361,R4,random,4,T2_dedup,relational,P2_len,noncancelling,3,4,0,1,False
case_1274,1362,R2,same_value_diff_source,3,T7_meta_destroying,elementwise,P2_len,noncancelling,2,3,0,1,False
case_1275,1363,R1,repeat,3,T1_stopword,elementwise,P5_uncertainty,noncancelling,2,3,3,1,False
case_1276,1365,R2,nested,5,T3_normalize,elementwise,P7_contradiction,noncancelling,2,10,0,1,False
case_1277,1365,R2,nested,5,T3_normalize,elementwise,P7_contradiction,noncancelling,3,10,0,1,False
case_1278,1365,R2,nested,5,T3_normalize,elementwise,P7_contradiction,noncancelling,4,5,0,1,False
case_1279,1366,R4,repeat,3,T8_interacting,relational,P7_contradiction,noncancelling,2,3,2,irreducible,True
case_1280,1368,R1,nested,5,T4_context,relational,P6_scope,noncancelling,2,10,0,1,False
case_1281,1368,R1,nested,5,T4_context,relational,P6_scope,noncancelling,3,10,0,1,False
case_1282,1368,R1,nested,5,T4_context,relational,P6_scope,noncancelling,4,5,0,1,False
case_1283,1371,R3,random,4,T6_meta_preserving,elementwise,P8_composite,noncancelling,2,6,0,1,False
case_1284,1371,R3,random,4,T6_meta_preserving,elementwise,P8_composite,noncancelling,3,4,0,1,False
case_1285,1373,R2,repeat,4,T5_reference,elementwise,P4_provenance,noncancelling,2,6,0,1,False
case_1286,1373,R2,repeat,4,T5_reference,elementwise,P4_provenance,noncancelling,3,4,0,1,False
case_1287,1374,R1,overlap,4,T4_context,relational,P6_scope,noncancelling,2,6,4,irreducible,True
case_1288,1374,R1,overlap,4,T4_context,relational,P6_scope,noncancelling,3,4,0,1,False
case_1289,1375,R4,same_value_diff_source,3,T4_context,relational,P2_len,noncancelling,2,3,3,1,False
case_1290,1376,R1,repeat,4,T4_context,relational,P4_provenance,noncancelling,2,6,6,1,False
case_1291,1376,R1,repeat,4,T4_context,relational,P4_provenance,noncancelling,3,4,4,1,False
case_1292,1377,R4,overlap,4,T7_meta_destroying,elementwise,P7_contradiction,noncancelling,2,6,0,1,False
case_1293,1377,R4,overlap,4,T7_meta_destroying,elementwise,P7_contradiction,noncancelling,3,4,0,1,False
case_1294,1380,R1,alternating,3,T2_dedup,relational,P5_uncertainty,noncancelling,2,3,0,1,False
case_1295,1382,R2,nested,5,T4_context,relational,P8_composite,noncancelling,2,10,0,1,False
case_1296,1382,R2,nested,5,T4_context,relational,P8_composite,noncancelling,3,10,0,1,False
case_1297,1382,R2,nested,5,T4_context,relational,P8_composite,noncancelling,4,5,0,1,False
case_1298,1387,R1,same_value_diff_source,3,T3_normalize,elementwise,P2_len,noncancelling,2,3,0,1,False
case_1299,1388,R2,same_value_diff_source,3,T6_meta_preserving,elementwise,P8_composite,noncancelling,2,3,0,1,False
case_1300,1391,R2,nested,5,T3_normalize,elementwise,P8_composite,noncancelling,2,10,0,1,False
case_1301,1391,R2,nested,5,T3_normalize,elementwise,P8_composite,noncancelling,3,10,0,1,False
case_1302,1391,R2,nested,5,T3_normalize,elementwise,P8_composite,noncancelling,4,5,0,1,False
case_1303,1392,R3,random,6,T3_normalize,elementwise,P1_result,noncancelling,2,15,0,1,False
case_1304,1392,R3,random,6,T3_normalize,elementwise,P1_result,noncancelling,3,20,0,1,False
case_1305,1392,R3,random,6,T3_normalize,elementwise,P1_result,noncancelling,4,15,0,1,False
case_1306,1392,R3,random,6,T3_normalize,elementwise,P1_result,noncancelling,5,6,0,1,False
case_1307,1398,R4,overlap,4,T7_meta_destroying,elementwise,P5_uncertainty,noncancelling,2,6,0,1,False
case_1308,1398,R4,overlap,4,T7_meta_destroying,elementwise,P5_uncertainty,noncancelling,3,4,0,1,False
case_1309,1405,R1,nested,5,T7_meta_destroying,elementwise,P4_provenance,noncancelling,2,10,0,1,False
case_1310,1405,R1,nested,5,T7_meta_destroying,elementwise,P4_provenance,noncancelling,3,10,0,1,False
case_1311,1405,R1,nested,5,T7_meta_destroying,elementwise,P4_provenance,noncancelling,4,5,0,1,False
case_1312,1408,R3,overlap,4,T4_context,relational,P2_len,noncancelling,2,6,4,irreducible,True
case_1313,1408,R3,overlap,4,T4_context,relational,P2_len,noncancelling,3,4,0,1,False
case_1314,1409,R2,same_value_diff_source,3,T3_normalize,elementwise,P7_contradiction,noncancelling,2,3,0,1,False
case_1315,1411,R3,same_value_diff_source,3,T2_dedup,relational,P2_len,noncancelling,2,3,3,1,False
case_1316,1412,R4,alternating,3,T4_context,relational,P4_provenance,noncancelling,2,3,0,1,False
case_1317,1413,R3,overlap,4,T2_dedup,relational,P4_provenance,noncancelling,2,6,4,irreducible,True
case_1318,1413,R3,overlap,4,T2_dedup,relational,P4_provenance,noncancelling,3,4,0,1,False
case_1319,1414,R2,overlap,4,T7_meta_destroying,elementwise,P7_contradiction,noncancelling,2,6,0,1,False
case_1320,1414,R2,overlap,4,T7_meta_destroying,elementwise,P7_contradiction,noncancelling,3,4,0,1,False
case_1321,1416,R3,repeat,4,T4_context,relational,P6_scope,noncancelling,2,6,6,1,False
case_1322,1416,R3,repeat,4,T4_context,relational,P6_scope,noncancelling,3,4,4,1,False
case_1323,1417,R1,alternating,3,T2_dedup,relational,P1_result,noncancelling,2,3,0,1,False
case_1324,1419,R2,overlap,4,T5_reference,elementwise,P7_contradiction,noncancelling,2,6,0,1,False
case_1325,1419,R2,overlap,4,T5_reference,elementwise,P7_contradiction,noncancelling,3,4,0,1,False
case_1326,1420,R1,nested,5,T8_interacting,relational,P2_len,noncancelling,2,10,6,irreducible,True
case_1327,1420,R1,nested,5,T8_interacting,relational,P2_len,noncancelling,3,10,3,irreducible,True
case_1328,1420,R1,nested,5,T8_interacting,relational,P2_len,noncancelling,4,5,0,1,False
case_1329,1421,R4,overlap,4,T2_dedup,relational,P8_composite,noncancelling,2,6,1,1,False
case_1330,1421,R4,overlap,4,T2_dedup,relational,P8_composite,noncancelling,3,4,0,1,False
case_1331,1426,R4,nested,5,T4_context,relational,P4_provenance,noncancelling,2,10,0,1,False
case_1332,1426,R4,nested,5,T4_context,relational,P4_provenance,noncancelling,3,10,0,1,False
case_1333,1426,R4,nested,5,T4_context,relational,P4_provenance,noncancelling,4,5,0,1,False
case_1334,1429,R4,random,3,T5_reference,elementwise,P2_len,noncancelling,2,3,0,1,False
case_1335,1432,R3,overlap,4,T4_context,relational,P5_uncertainty,noncancelling,2,6,4,irreducible,True
case_1336,1432,R3,overlap,4,T4_context,relational,P5_uncertainty,noncancelling,3,4,0,1,False
case_1337,1433,R3,nested,5,T4_context,relational,P1_result,noncancelling,2,10,0,1,False
case_1338,1433,R3,nested,5,T4_context,relational,P1_result,noncancelling,3,10,0,1,False
case_1339,1433,R3,nested,5,T4_context,relational,P1_result,noncancelling,4,5,0,1,False
case_1340,1437,R4,same_value_diff_source,3,T2_dedup,relational,P7_contradiction,noncancelling,2,3,3,1,False
case_1341,1441,R2,random,5,T1_stopword,elementwise,P6_scope,noncancelling,2,10,0,1,False
case_1342,1441,R2,random,5,T1_stopword,elementwise,P6_scope,noncancelling,3,10,0,1,False
case_1343,1441,R2,random,5,T1_stopword,elementwise,P6_scope,noncancelling,4,5,0,1,False
case_1344,1445,R3,repeat,4,T7_meta_destroying,elementwise,P2_len,noncancelling,2,6,0,1,False
case_1345,1445,R3,repeat,4,T7_meta_destroying,elementwise,P2_len,noncancelling,3,4,0,1,False
case_1346,1446,R2,random,6,T6_meta_preserving,elementwise,P4_provenance,noncancelling,2,15,0,1,False
case_1347,1446,R2,random,6,T6_meta_preserving,elementwise,P4_provenance,noncancelling,3,20,0,1,False
case_1348,1446,R2,random,6,T6_meta_preserving,elementwise,P4_provenance,noncancelling,4,15,0,1,False
case_1349,1446,R2,random,6,T6_meta_preserving,elementwise,P4_provenance,noncancelling,5,6,0,1,False
case_1350,1447,R4,overlap,4,T8_interacting,relational,P2_len,noncancelling,2,6,5,irreducible,True
case_1351,1447,R4,overlap,4,T8_interacting,relational,P2_len,noncancelling,3,4,2,2,False
case_1352,1448,R3,random,5,T7_meta_destroying,elementwise,P3_required,noncancelling,2,10,0,1,False
case_1353,1448,R3,random,5,T7_meta_destroying,elementwise,P3_required,noncancelling,3,10,0,1,False
case_1354,1448,R3,random,5,T7_meta_destroying,elementwise,P3_required,noncancelling,4,5,0,1,False
case_1355,1449,R3,same_value_diff_source,3,T5_reference,elementwise,P9_balance,cancelling,2,3,0,1,False
case_1356,1450,R4,alternating,4,T7_meta_destroying,elementwise,P7_contradiction,noncancelling,2,6,0,1,False
case_1357,1450,R4,alternating,4,T7_meta_destroying,elementwise,P7_contradiction,noncancelling,3,4,0,1,False
case_1358,1452,R2,alternating,3,T7_meta_destroying,elementwise,P1_result,noncancelling,2,3,0,1,False
case_1359,1454,R3,overlap,4,T3_normalize,elementwise,P2_len,noncancelling,2,6,0,1,False
case_1360,1454,R3,overlap,4,T3_normalize,elementwise,P2_len,noncancelling,3,4,0,1,False
case_1361,1455,R3,repeat,3,T7_meta_destroying,elementwise,P1_result,noncancelling,2,3,0,1,False
case_1362,1456,R2,random,3,T2_dedup,relational,P6_scope,noncancelling,2,3,0,1,False
case_1363,1457,R2,same_value_diff_source,3,T6_meta_preserving,elementwise,P8_composite,noncancelling,2,3,0,1,False
case_1364,1458,R3,same_value_diff_source,3,T6_meta_preserving,elementwise,P6_scope,noncancelling,2,3,0,1,False
case_1365,1459,R4,alternating,6,T1_stopword,elementwise,P5_uncertainty,noncancelling,2,15,0,1,False
case_1366,1459,R4,alternating,6,T1_stopword,elementwise,P5_uncertainty,noncancelling,3,20,0,1,False
case_1367,1459,R4,alternating,6,T1_stopword,elementwise,P5_uncertainty,noncancelling,4,15,0,1,False
case_1368,1459,R4,alternating,6,T1_stopword,elementwise,P5_uncertainty,noncancelling,5,6,0,1,False
case_1369,1461,R3,nested,5,T6_meta_preserving,elementwise,P5_uncertainty,noncancelling,2,10,0,1,False
case_1370,1461,R3,nested,5,T6_meta_preserving,elementwise,P5_uncertainty,noncancelling,3,10,0,1,False
case_1371,1461,R3,nested,5,T6_meta_preserving,elementwise,P5_uncertainty,noncancelling,4,5,0,1,False
case_1372,1462,R3,nested,5,T1_stopword,elementwise,P2_len,noncancelling,2,10,3,1,False
case_1373,1462,R3,nested,5,T1_stopword,elementwise,P2_len,noncancelling,3,10,1,1,False
case_1374,1462,R3,nested,5,T1_stopword,elementwise,P2_len,noncancelling,4,5,0,1,False
case_1375,1465,R3,nested,5,T5_reference,elementwise,P6_scope,noncancelling,2,10,0,1,False
case_1376,1465,R3,nested,5,T5_reference,elementwise,P6_scope,noncancelling,3,10,0,1,False
case_1377,1465,R3,nested,5,T5_reference,elementwise,P6_scope,noncancelling,4,5,0,1,False
case_1378,1468,R4,same_value_diff_source,3,T3_normalize,elementwise,P5_uncertainty,noncancelling,2,3,0,1,False
case_1379,1470,R4,repeat,3,T8_interacting,relational,P3_required,noncancelling,2,3,3,1,False
case_1380,1474,R4,same_value_diff_source,3,T6_meta_preserving,elementwise,P7_contradiction,noncancelling,2,3,0,1,False
case_1381,1476,R4,same_value_diff_source,3,T2_dedup,relational,P2_len,noncancelling,2,3,3,1,False
case_1382,1477,R3,overlap,4,T5_reference,elementwise,P2_len,noncancelling,2,6,0,1,False
case_1383,1477,R3,overlap,4,T5_reference,elementwise,P2_len,noncancelling,3,4,0,1,False
case_1384,1480,R4,same_value_diff_source,3,T4_context,relational,P4_provenance,noncancelling,2,3,1,1,False
case_1385,1484,R2,alternating,3,T1_stopword,elementwise,P8_composite,noncancelling,2,3,0,1,False
case_1386,1486,R1,alternating,3,T1_stopword,elementwise,P7_contradiction,noncancelling,2,3,0,1,False
