seq	status	primary	maturity	importance	path	lineage
0190	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-010537-knowledgeos-multi-lens-brainstorming-synthesis-dossier-duplicate.md	-
0191	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-010840-research-extraction-agent-prompt-for-book-knowledge-extraction.md	-
0192	PENDING	-	-	-	docs/knowledgeos/brainstorming/20260824-011536-quine-review-assessment-eight-findings-for-kernel-work.md	-
0193	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-013116-logitica-extraction-preserve-reasoning-structure-not-solutions.md	-
0194	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-013721-philosophy-of-complex-systems-situated-model-mediated-knowledge.md	-
0195	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-014614-chalmers-conscious-mind-conceptual-distinction-before-functional-modeling.md	-
0196	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-020611-wave-1-kernel-extent-versus-contents-adjudication-status.md	-
0197	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-020936-chalmers-conscious-mind-research-extraction-protocol-rerun.md	-
0198	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-021011-chalmers-conscious-mind-research-extraction-protocol-rerun-duplicate.md	-
0199	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-021526-williamson-modal-logic-as-metaphysics-extraction.md	-
0200	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-022039-research-direction-formal-model-before-technical-scenario-testing.md	-
0201	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-023136-nyaya-vaisesika-indian-logic-and-atomism-extraction.md	-
0202	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-024119-architecture-patterns-with-python-technical-pattern-set-extraction.md	-
0203	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-024726-rag-as-controlled-knowledge-access-layer-not-knowledge-model.md	-
0204	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-025232-human-ai-collaboration-layer-outside-the-kernel.md	-
0205	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-030300-freedman-statistical-models-no-inference-without-explicit-basis.md	-
0206	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-032208-pattern-recognition-twelve-knowledgeos-statistical-techniques.md	-
0207	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-032219-eks-current-architecture-baseline-reconstruction.md	-
0208	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-032635-causal-inference-what-if-association-versus-intervention.md	-
0209	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-032927-causal-inference-through-zero-ddd-and-wisdom-lenses.md	-
0210	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-033419-book-of-evidence-evidence-acquisition-is-its-own-domain.md	-
0211	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-033614-zero-and-chinese-lenses-on-minimum-structure-before-evidence.md	-
0212	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-094406-chivers-everything-is-predictable-uncertainty-and-belief-revision.md	-
0213	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-094545-seven-pillars-of-statistical-wisdom-lenses-for-kernel.md	-
0214	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-094638-daoist-ziran-challenge-to-the-kernel-identity-invariant.md	-
0215	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-111102-stigler-seven-pillars-observations-into-defensible-knowledge.md	-
0216	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-111317-knowledgeos-epistemic-architecture-synthesis-ddd-consolidation.md	-
0217	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-111611-knowledgeos-epistemic-architecture-synthesis-ddd-consolidation-duplicate.md	-
0218	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-111730-knowledge-aggregate-too-large-correction-and-synthesis-handover.md	-
0219	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-112051-knowledge-kernel-architecture-integrative-summary-seven-works.md	-
0220	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-113404-knowledge-kernel-architecture-integrative-summary-seven-works-duplicate.md	-
0221	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-115021-ammerman-singer-belief-knowledge-and-truth-anthology-extraction.md	-
0222	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-120203-shieber-theories-of-knowledge-what-must-stay-outside-the-kernel.md	-
0223	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-121835-rescorla-bayesian-models-of-the-mind-pluggable-reasoning-mechanisms.md	-
0224	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-122855-mathematical-modelling-typed-mathematical-epistemic-model.md	-
0225	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-124529-hidden-semi-markov-models-hidden-epistemic-state-layer.md	-
0226	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-131125-hybrid-evidence-gated-temporal-inference-architecture.md	-
0227	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-135335-kernel-as-ai-efficiency-adaptive-inference-use-case.md	-
0228	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-140348-statistical-learning-first-pass-ddd-assessment-of-reasoning-patterns.md	-
0229	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-140628-zero-and-leonardo-lenses-on-the-adaptive-inference-kernel.md	-
0230	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-141231-bishop-prml-adaptive-inference-fabric-beyond-hmm-hsmm-hybrid.md	-
0231	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-141924-elements-of-statistical-learning-source-versus-interpretation.md	-
0232	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-142630-session-handover-package-for-book-extraction-and-ddd-analysis.md	-
0233	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-142848-astrom-stochastic-control-theory-initial-assessment.md	-
0234	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-145220-ten-statistical-capability-families-for-knowledge-state-assessment.md	-
0235	PENDING	-	-	-	docs/knowledgeos/brainstorming/20260824-145631-topological-extraction-of-astrom-stochastic-control-theory-duplicate.md	-
0236	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-151311-topological-extraction-of-astrom-stochastic-control-theory.md	-
0237	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-151337-sankshipt-ganit-shabdkosh-multi-lens-extraction-knowledge-ontology.md	-
0238	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-151951-sanskrit-paninian-lens-as-semantic-instrument-not-fifth-arb-lens.md	-
0239	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-152254-swar-gyan-orthographic-decomposition-pipeline-for-dhatu-extraction.md	-
0240	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-152415-zero-lens-definition-structure-recoverable-from-source-alone.md	-
0241	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-152751-solution-mindset-decomposition-of-problem-solving-operations.md	-
0242	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-152955-statistical-learning-as-quantitative-companion-to-solution-mindset.md	-
0243	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-153124-prml-probabilistic-representation-of-hidden-structure.md	-
0244	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-154254-inverse-approach-define-not-knowledge-and-infer-residual-structure.md	-
0245	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-154256-fraser-hidden-markov-models-and-dynamical-systems-extraction.md	-
0246	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-155130-fraser-hidden-markov-models-and-dynamical-systems-extraction-duplicate.md	-
0247	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-160023-knowledge-as-measurable-construct-not-true-information.md	-
0248	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-160339-knowledge-as-measurable-construct-not-true-information-duplicate.md	-
0249	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-160637-knowledge-as-a-continuously-changing-body-of-facts.md	-
0250	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-160645-knowledge-as-a-continuously-changing-body-of-facts-duplicate.md	-
0251	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-160927-paul-elder-elements-of-thought-as-knowledge-state-extraction.md	-
0252	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-161931-consciousness-model-refined-multi-lens-not-a-vertical-stack.md	-
0253	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-162039-consciousness-architecture-as-analogy-for-knowledge-layers.md	-
0254	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-163046-godel-escher-bach-extraction-knowledge-emerges-between-levels.md	-
0255	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-163920-nasadiya-sukta-and-geb-convergence-on-pre-differentiated-levels.md	-
0256	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-163922-source-article-concept-of-time-in-vedas-and-quantum-physics.md	-
0257	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-164328-pramana-as-epistemic-acquisition-layer-and-claim-provenance.md	-
0258	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-164447-scientific-attitude-four-properties-as-knowledge-candidate-rules.md	-
0259	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-164653-catuskoti-logic-lens-truth-need-not-be-binary.md	-
0260	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-164746-cosmology-article-worlds-perspectives-processes-and-transitions.md	-
0261	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-164817-cosmological-world-model-lens-for-knowledge-claims.md	-
0262	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-165411-eschatology-lens-terminal-state-and-transformation-model.md	-
0263	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-165635-catuskoti-four-valued-epistemic-status-logic-layer-tightening.md	-
0264	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260824-171203-tractatus-centenary-edition-reality-to-knowledge-claim-chain.md	-
0265	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-101801-shannon-weaver-information-is-not-meaning-is-not-knowledge.md	-
0266	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-103542-principal-architect-review-bounded-dynamic-knowledge-model.md	-
0267	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-110525-plantuml-model-knowledge-space-language-questions-and-evaluation.md	-
0268	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-111545-what-are-we-actually-building-when-we-say-knowledgeos.md	-
0269	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-113243-preservation-unit-versus-consistency-boundary-do-not-freeze-assertion-aggregate.md	-
0270	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-113718-merricks-objects-and-persons-useful-concept-is-not-fundamental-object.md	-
0271	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-113938-ontological-reduction-and-non-redundancy-model-research-direction.md	-
0272	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-114640-merricks-truth-and-ontology-truthmaker-thesis-rejected.md	-
0273	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-115235-mcginn-logical-properties-assessment-as-parallel-analytical-tool.md	-
0274	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-115604-oconnor-persons-and-causes-agency-and-causal-powers.md	-
0275	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-115932-information-theory-as-a-lens-for-knowledgeos.md	-
0276	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-120122-mcginn-logical-properties-as-structural-primitives-of-knowledge-space.md	-
0277	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-120319-information-theory-extracting-the-knowledge-space-architecture.md	-
0278	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-120514-zero-lens-on-mcginn-the-kernel-is-not-knowledge.md	-
0279	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-121403-recommended-next-research-set-before-freezing-knowledge-space-kernel.md	-
0280	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-122752-floridi-philosophy-of-information-levels-of-abstraction-extraction.md	-
0281	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-124325-dretske-knowledge-and-the-flow-of-information-initial-reading.md	-
0282	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-125708-fagin-halpern-reasoning-about-knowledge-formal-knowledge-space-model.md	-
0283	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-130339-critical-review-of-fagin-halpern-terminal-scrollback-partial.md	-
0284	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-130514-critical-review-of-fagin-halpern-extraction-and-research-direction.md	-
0285	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-130932-fagin-regime-not-kernel-acceptance-of-critique.md	-
0286	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-132329-fagin-chapters-verified-ascribed-versus-computable-knowledge.md	-
0287	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-133456-gardenfors-knowledge-in-flux-epistemic-state-as-primary-model.md	-
0288	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-135642-evolving-knowledge-space-imagination-additions-not-yet-architecture.md	-
0289	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-140251-per-agent-projection-divergence-without-divergent-reality.md	-
0290	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-145918-per-agent-projection-divergence-without-divergent-reality-duplicate.md	-
0291	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-145948-shannon-weaver-information-is-not-meaning-is-not-knowledge-duplicate.md	-
0292	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-150010-consciousness-architecture-as-analogy-for-knowledge-layers-duplicate.md	-
0293	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-155035-searle-construction-of-social-reality-institutional-layer.md	-
0294	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-155510-knowledge-as-capacity-distinguished-from-information.md	-
0295	EXCLUDED	EXCLUDED_CORPUS	-	-	docs/knowledgeos/brainstorming/corpus/original/.gitkeep	-
0296	EXCLUDED	EXCLUDED_SYNTHESIS	-	-	docs/knowledgeos/brainstorming/synthesis/identity/.gitkeep	-
0297	EXCLUDED	EXCLUDED_SYNTHESIS	-	-	docs/knowledgeos/brainstorming/synthesis/epistemic-state/.gitkeep	-
0298	EXCLUDED	EXCLUDED_SYNTHESIS	-	-	docs/knowledgeos/brainstorming/synthesis/evidence/.gitkeep	-
0299	EXCLUDED	EXCLUDED_SYNTHESIS	-	-	docs/knowledgeos/brainstorming/synthesis/boundary/.gitkeep	-
0300	EXCLUDED	EXCLUDED_FALSIFICATION	-	-	docs/knowledgeos/brainstorming/falsification/candidates/.gitkeep	-
0301	EXCLUDED	EXCLUDED_FALSIFICATION	-	-	docs/knowledgeos/brainstorming/falsification/attacks/.gitkeep	-
0302	EXCLUDED	EXCLUDED_FALSIFICATION	-	-	docs/knowledgeos/brainstorming/falsification/results/.gitkeep	-
0303	EXCLUDED	EXCLUDED_CORPUS	-	-	docs/knowledgeos/brainstorming/kernel/corpus/original/.gitkeep	-
0304	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/synthesis/identity/.gitkeep	-
0305	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/synthesis/epistemic-state/.gitkeep	-
0306	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/synthesis/evidence/.gitkeep	-
0307	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/synthesis/boundary/.gitkeep	-
0308	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/falsification/candidates/.gitkeep	-
0309	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/falsification/attacks/.gitkeep	-
0310	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/falsification/results/.gitkeep	-
0311	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/classification/dependency-map.md	-
0312	EXCLUDED	EXCLUDED_CLASSIFICATION	-	-	docs/knowledgeos/brainstorming/classification/README.md	-
0313	EXCLUDED	EXCLUDED_CORPUS	-	-	docs/knowledgeos/brainstorming/corpus/README.md	-
0314	EXCLUDED	EXCLUDED_SYNTHESIS	-	-	docs/knowledgeos/brainstorming/synthesis/README.md	-
0315	EXCLUDED	EXCLUDED_FALSIFICATION	-	-	docs/knowledgeos/brainstorming/falsification/README.md	-
0316	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/classification/README.md	-
0317	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/corpus/README.md	-
0318	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/synthesis/README.md	-
0319	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/falsification/README.md	-
0320	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-162824-williamson-knowledge-as-primitive-stop-reductive-modelling.md	-
0321	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-163936-brandom-making-it-explicit-inferential-commitment-layer.md	-
0322	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-171008-gelfond-kahl-knowledge-representation-bounded-agent-test.md	-
0323	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-171853-c15-reframed-knowledge-at-a-time-in-evolving-knowledge-space.md	-
0324	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-172121-knowledge-element-versus-state-and-what-can-be-quantified.md	-
0325	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-180730-brachman-levesque-infinite-belief-finite-representation.md	-
0326	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-180828-knowledge-as-discriminate-select-decide-capability.md	-
0327	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-181038-knowledge-measure-theory-v0-1-projection-as-measure.md	-
0328	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-181719-challenge-to-knowledge-measure-theory-projection-is-not-a-measure.md	-
0329	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/classification/cluster-map.md	-
0330	EXCLUDED	EXCLUDED_CLASSIFICATION	-	-	docs/knowledgeos/brainstorming/classification/corpus-index.md	-
0331	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-183652-critique-of-knowledge-measurement-theory-v0-2.md	-
0332	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-184234-roberts-measurement-theory-meaningfulness-and-scale-types.md	-
0333	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-184332-aggoun-elliott-measure-theory-and-filtering-verification.md	-
0334	PENDING	-	-	-	docs/knowledgeos/brainstorming/kernel/20260825-184616-knowledge-is-not-conditional-expectation-correction.md	-
