seq	document_id	order_key	order_evidence	step	mtime	lane	bytes	n_math	n_introduced	introduced_top	path
80	Q00574	1|00040 	1-step	040	2026-08-28T10:30	phase_measure_theory	20645	180	23	ConflictDebt,ServerIP,Configuration,Action_2,TruthStatus,BindingStatus,Irreconcilable,Escalation,Approach,Optimal,Knowledge_A,Knowledge_B,Detecting,Conditional	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-103049_step-040-cross-context-consistency-contradiction-reconciliation-and-epistemic-authority.md
81	Q00576	1|00041 	1-step	041	2026-08-28T10:34	phase_measure_theory	21361	182	14	Assurance,Policy_d,Compose,R_max,Certainty,Represent,Identify,SystemHealthy,TestingPassed,block,KS,Gate,GatePass,Minimal	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-103429_step-041-epistemic-sufficiency-decision-preconditions-and-assurance-composition.md
82	Q00577	1|00042 	1-step	042	2026-08-28T10:35	phase_measure_theory	19087	156	33	Block,Post,Provisioned,Is,DC,Inv,Hard,s_0,t_approval,t_deployment,Assurance_t,Do,ValidDecision,Auth	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-103509_step-042-assurance-composition-invariants-safety-gates-and-formal-decision-contracts.md
83	Q00578	1|00043 	1-step	043	2026-08-28T10:35	phase_measure_theory	23969	181	23	CausalClaim,Review,t_Y,FewerIncidents,CausalEdge,BlueGreen,StudyDesign,Y_T,Y_C,NoReview,Pa_i,dependsOn,t_cause,t_effect	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-103559_step-043-causal-reasoning-intervention-counterfactuals-and-learning-from-outcomes.md
84	Q00579	1|00044 	1-step	044	2026-08-28T10:36	phase_measure_theory	24470	186	28	x_t+1,ax_t,x_t,NewDecision,O_t+1,x_0,Reach_C,J_f,Degraded,StateEstimate,BeliefState_t,S_unsafe,Increase,Decrease	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-103643_step-044-dynamic-causal-systems-feedback-loops-cascades-stability-and-second-order-effects.md
85	Q00580	1|00045 	1-step	045	2026-08-28T10:37	phase_measure_theory	22604	185	19	Policy_t,Y_t,t_world,M_t+1,DecisionBasis,Architecture_2025,Architecture_2026,Model_2,Interpret,Input_t,past,RevisedAt,WorldValidity,L_learn	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-103723_step-045-adaptive-learning-model-revision-concept-drift-and-knowledge-evolution.md
86	Q00581	1|00046 	1-step	046	2026-08-28T10:39	phase_measure_theory	645	9	9	ensure,rather,SelfCorrection,EpistemicDrift,ModelCollapse,FeedbackLoops,External,Anchors,wrong	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-103922_step-046-learning-stability-self-correction-feedback-safety-and-epistemic-control.md
87	Q00598	1|00046 	1-step	046	2026-08-28T11:44	phase_measure_theory	645	9	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260828-114426_step-046-learning-stability-self-correction-feedback-safety-and-epistemic-control-duplicate.md
88	Q00582	1|00047 	1-step	047	2026-08-28T10:40	phase_measure_theory	22165	169	30	Trusted,Architecture_A,Confidence_t+1,Confidence_t,L_t,Incidents,Stable,Falsification,ErrorDetected,loop,NewProjects,M_wrong,Wrong,SourceEvidence	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-104043_step-047-epistemic-control-self-correction-feedback-safety-and-prevention-of-knowledgeos-self-dec.md
89	Q00583	1|00048 	1-step	048	2026-08-28T10:41	phase_measure_theory	24049	160	23	Reach,S_0,KOS,I_global,Liveness,C_epistemic,C_governance,BadState,Eventually,AIProposal,Contract_i,Contract_A,AbstractState,C_identity	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-104102_step-048-global-invariants-compositional-verification-and-the-formal-correctness-contract.md
90	Q00584	1|00049 	1-step	049	2026-08-28T10:41	phase_measure_theory	25791	209	11	Causes,Prov,Exact,RelatedTo,Storage,Undecidable,Budget,ErrorBound,KOSCorrect,Which,x_n	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-104146_step-049-formal-model-reduction-consistency-checking-primitive-identification-and-computability.md
91	Q00585	1|00050 	1-step	050	2026-08-28T11:34	phase_measure_theory	20964	183	15	Idempotency,DAG,M_49,Precedes,CandidateClaim,PolicyBinding,I_Evidence,Corrupt,Approved_A,Approved_B,Confounder,Relationship_aggregate,Relationship_conditional,Claim_H	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-113416_step-050-formal-consistency-audit-attempting-to-break-the-knowledgeos-model.md
92	Q00586	1|00051 	1-step	051	2026-08-28T11:34	phase_measure_theory	16971	180	19	X_5,X_6,X_8,KOS_ref,AssertClaim,CreateDecision,ObserveOutcome,M_4,P_4,X_9,K_9,S_t+2,UnknownOutcome,tested	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-113444_step-051-executable-reference-model.md
93	Q00587	1|00052 	1-step	052	2026-08-28T11:35	phase_measure_theory	20969	135	22	AgentProposal,Claude,Codex,Agent_A,Agent_B,Command,Primitive,follow,StringEquality,CauseRelation,CausalContext,DriftDetection,ModelCandidate,ModelPromotion	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-113550_step-052-mathematical-kernel-to-ddd-bounded-context-mapping.md
94	Q00588	1|00052 	1-step	052	2026-08-28T11:36	phase_measure_theory	20969	135	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260828-113622_step-052-mathematical-kernel-to-ddd-bounded-context-mapping-duplicate.md
95	Q00589	1|00053 	1-step	053	2026-08-28T11:36	phase_measure_theory	20936	177	30	seq,decisionId,Denied,Request,State_after,State_before,Internal_A,field,policyVersion,CorrelationID,AtLeastOnce,Answer,Proposal,B_i	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-113646_step-053-context-contract-algebra.md
96	Q00590	1|00054 	1-step	054	2026-08-28T11:37	phase_measure_theory	21141	167	16	ObservedAt,EntityId,DecisionId,CorrelationId,C_n+1,Completed,Namespace,EffectiveFrom,EffectiveTo,RelationType,PolicyId,ActionId,ModelRef,ClaimId	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-113723_step-054-mathematical-types-to-ddd-domain-types-to-executable-contracts.md
97	Q00591	1|00055 	1-step	055	2026-08-28T11:38	phase_measure_theory	22289	189	5	EvidenceRecord,EvidenceId,small,KOS_production,DeploymentUnit	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-113800_step-055-reference-implementation-specification.md
98	Q00592	1|00056 	1-step	056	2026-08-28T11:38	phase_measure_theory	15593	200	9	C_AI,Waiting,ExecuteAction,E_future,loops,H_0,Commands,Transitions,RecordOutcome	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-113826_step-056-build-and-execute-the-knowledgeos-reference-machine.md
99	Q00593	1|00057 	1-step	057	2026-08-28T11:39	phase_measure_theory	18394	188	24	Retry,Timeout,path,Context_A,Context_B,Enabled,x_n+1,Unavailable,Expiry,Terminal,Nothing,work,able,wait	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-113901_step-057-liveness-and-progress-calculus.md
100	Q00594	1|00058 	1-step	058	2026-08-28T11:39	phase_measure_theory	19627	187	23	FAILURE,DETECTED,IssuedAt,ExpiresAt,WID,NotFound,Verified,I_G,T_a,T_b,B_A,B_B,Contract_AB,I_AB	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-113932_step-058-compositional-correctness.md
101	Q00595	1|00059 	1-step	059	2026-08-28T11:40	phase_measure_theory	20310	213	21	T_increase,T_close,ab,ba,ActualVersion,Ordering,K_7,K_8,Meet,Join,Revoke,ReceivedAt,CurrentPolicy,I_Concurrency	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-114004_step-059-concurrency-and-interleaving-calculus.md
102	Q00596	1|00060 	1-step	060	2026-08-28T11:40	phase_measure_theory	22678	260	15	K_M,SystemA,K_R,Concurrency,BooleanState,Contradicted,Genuine,Ignorance,c_n,MoreKnowledge,TruthOrdering,DomainPolicy,ConflictAt,ResolvedAt	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-114040_step-060-epistemic-algebra-and-knowledge-state-ordering.md
103	Q00597	1|00061 	1-step	061	2026-08-28T11:44	phase_measure_theory	18563	211	16	bits,EQ,EvidenceGain,Incomparable,EU_current,much,TruthGain,H_before,H_after,HighConfidence,HighAccuracy,q_f,q_d,HighQuality	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-114401_step-061-information-gain-uncertainty-and-epistemic-quality.md
104	Q00599	1|00062 	1-step	062	2026-08-28T11:44	phase_measure_theory	19926	211	16	Selected,Alternatives,Rationale,C_E,ObjectiveRef,w_1,ChooseAction,Tie,BestAction,SelectedAction,DecisionStatus,EU_with,sample,Should	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-114457_step-062-decision-theory-and-the-knowledge-to-action-boundary.md
105	Q00600	1|00063 	1-step	063	2026-08-28T11:45	phase_measure_theory	18056	190	18	NotIdentified,CausalAnalysis,CausalEstimate,DecisionTheory,U_Y,U_X,causalEffect,CE,Treatment,Who,metric,Compared,ATE_groupA,ATE_groupB	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-114528_step-063-causal-reasoning-and-intervention.md
106	Q00601	1|00064 	1-step	064	2026-08-28T11:46	phase_measure_theory	20891	174	14	P_train,P_prod,AI_A,Suspended,Retired,ModelValidity,ReviewRequired,Seed,AI_B,detect,ModelRisk,ModelFailure,ConceptDrift,ModelStatus	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-114659_step-064-model-uncertainty-distribution-shift-and-self-validation.md
107	Q00603	1|00065 	1-step	065	2026-08-28T11:50	phase_measure_theory	22978	220	19	E_bad,Agents,Anc,V_A,D_model,D_data,Ancestors,claim,agents,AI_C,AgentId,InputEvidence,Prompt,G_A	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-115054_step-065-multi-agent-epistemic-independence-and-error-propagation.md
108	Q00602	1|00066 	1-step	066	2026-08-28T11:50	phase_measure_theory	19573	216	13	Observable,Instrument,Computable,t_e,t_p,b_t,ObservedState,unit,Stress,Normal,MissingData,ProjectSuccess,P_all	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-115002_step-066-partial-observability-and-the-epistemic-boundary.md
109	Q00604	1|00067 	1-step	067	2026-08-28T12:04	phase_measure_theory	23295	269	11	VerifiedFact,m,TypeCheck,String,EpistemicType,E_contra,Integer,ValidUnit,ValidTimestamp,KnownSource,cast	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-120419_step-067-the-epistemic-type-system.md
110	Q00605	1|00067 	1-step	067	2026-08-28T12:04	phase_measure_theory	23295	269	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260828-120450_step-067-the-epistemic-type-system-duplicate.md
111	Q00606	1|00068 	1-step	068	2026-08-28T12:05	phase_measure_theory	17198	194	20	Available,LocalConflict,ModelConflict,Germany,Switzerland,Inconsistent,GlobalFailure,Both,Neither,DeleteConflict,PreferredClaim,CompetingClaim,Reliable,Finance	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-120509_step-068-contradiction-paraconsistency-and-knowledge-revision.md
112	Q00607	1|00069 	1-step	069	2026-08-28T12:05	phase_measure_theory	19445	198	15	core,Infeasible,ModelSize,Unobservable,NonIdentified,MaxSteps,Core,I_Type,I_Provenance,I_Causal,I_Conflict,GraphTraversal,TypeChecking,find	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-120543_step-069-computability-state-space-and-executable-knowledge.md
113	Q00608	1|00070 	1-step	070	2026-08-28T12:06	phase_measure_theory	20779	216	11	FAIL,InputType,OutputType,Postcondition,K_OS,Why,Ports,Adapters,Classify,Parents,SupportCount	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-120623_step-070-the-minimal-knowledgeos-kernel.md
114	Q00609	1|00071 	1-step	071	2026-08-28T12:06	phase_measure_theory	19419	186	21	Post_1,Post_i,Pre_2,Correct_internal,C_global,C_contract,C_invariant,C_provenance,C_context,Pre_i,Op_i,UnitValidated,Pre_X,S_i	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-120653_step-071-compositional-correctness-of-knowledgeos.md
115	Q00610	1|00072 	1-step	072	2026-08-28T12:07	phase_measure_theory	15885	176	21	e_A,e_B,Concurrent,Claim_A,Claim_B,S_AB,Versioned,order,actors,modify,S_BA,LastWriterWins,ReadVersion,OneWinner	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-120724_step-072-epistemic-consistency-under-concurrency.md
116	Q00611	1|00073 	1-step	073	2026-08-28T12:09	phase_measure_theory	20397	229	21	Capability,sk_A,Sign,InputHash,OutputHash,Decision_A,Outcome_A,User_A,System_A,Artifact_A,h_2,DecisionType_X,DecisionType_Y,Code	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-120900_step-073-identity-trust-and-cryptographic-provenance.md
117	Q00612	1|00074 	1-step	074	2026-08-28T12:09	phase_measure_theory	19596	231	16	CausalEffect,SalesIncrease,Action_A,CI,effect,Identified,Estimated,T_i,Bernoulli,CC,Identification,Estimation,f_X,f_Y	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-120906_step-074-causal-knowledge-from-correlation-to-intervention.md
118	Q00613	1|00075 	1-step	075	2026-08-28T12:09	phase_measure_theory	16881	187	10	O_i,Deploy,Catastrophe,Reversible,likely,inside,Consequence,ActionRejected,U_B,ValueConflict	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-120938_step-075-decision-theory-under-uncertainty.md
119	Q00614	1|00076 	1-step	076	2026-08-28T12:10	phase_measure_theory	15831	189	24	w,M_D,WorldModel,U_j,w_2,w_risk,Fairness,Descriptive,ValueModel,PolicyModel,Material,U_3,U_4,CustomerValue	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-121008_step-076-multi-objective-decisions-and-governance-of-values.md
120	Q00615	1|00077 	1-step	077	2026-08-28T12:10	phase_measure_theory	19071	213	19	RiskWeight,models,but,PolicyChange,Decision_2,Knowledge_1,Knowledge_2,D_t-1,K_t-1,P_t-1,C_t-1,M_t-1,DecisionDiff,KnowledgeDiff	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-121039_step-077-governance-of-the-decision-model.md
121	Q00616	1|00078 	1-step	078	2026-08-28T12:11	phase_measure_theory	20509	213	22	Responsibility,U_org,Shared,agent,act,DeleteEvidence,Artifact_X,G_R,ResponsibleFor,Veto,DomainGoal,AgentGoal,Beliefs,Goals	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-121113_step-078-organizational-agency-and-the-multi-agent-boundary.md
122	Q00617	1|00079 	1-step	079	2026-08-28T12:11	phase_measure_theory	20133	228	28	I_local,I_domain,S_org,Agent_i,I_ij,EU_t,Centrality,ActionSet,D_org,speed,j,I_12,LocalSuccess,SystemFailure	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-121150_step-079-emergence-systemic-risk-and-collective-correctness.md
123	Q00618	1|00080 	1-step	080	2026-08-28T12:12	phase_measure_theory	20001	195	34	Deviation,u_t,Violation,v_D,Service,d_t,w_t,v_t,Remediation,high,low,O_0,Drift_t,Detection	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-121233_step-080-organizational-control-and-feedback.md
124	Q00619	1|00080 	1-step	080	2026-08-28T12:13	phase_measure_theory	20001	195	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260828-121311_step-080-organizational-control-and-feedback-duplicate.md
125	Q00620	1|00081 	1-step	081	2026-08-28T12:13	phase_measure_theory	21102	214	24	Compliant,RuntimeVersion,t_now,Observability,Source_X,NonCompliant,exists,O_T,u_0,DecisionNeeds,matter,APIContracts,ChangeHistory,repo	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-121328_step-081-observability-and-identifiability.md
126	Q00621	1|00082 	1-step	082	2026-08-28T12:14	phase_measure_theory	21191	264	16	FalsePrecision,Belief_1,Sensitive,D_i,aX,dX,ProvenanceLoss,Belief_0,SemanticError,X_N,noise,MoreEvidence,U_1+,ModelStructure	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-121413_step-082-uncertainty-propagation.md
127	Q00622	1|00083 	1-step	083	2026-08-28T12:14	phase_measure_theory	20108	254	21	EventTime,TrueAt,t_D,t_E,t_S,ArchitectureAt,SystemState,ServiceX,t_o,ProcessingTime,PolicyExpired,AuthorizedAt,Incorrect,DecisionTime	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-121447_step-083-temporal-reasoning-and-time-dependent-truth.md
128	Q00623	1|00084 	1-step	084	2026-08-28T12:15	phase_measure_theory	19854	197	22	Y_B,Y_A,CF,Y_0,Y_1,D_A,D_B,Y_x,INVALID,Intervened,Y_1-,Y_monolith,TeamSize,Y_B-	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-121516_step-084-counterfactual-reasoning.md
129	Q00624	1|00085 	1-step	085	2026-08-28T12:16	phase_measure_theory	24201	217	30	MetaGovernance,Incentives,Changes,paths,Permission,Policy_t+1,B_1,B_2,Individual,ActualRisk,MeasuredRisk,MetricGaming,month,ObservedMetric	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-121630_step-085-strategic-behavior-and-game-theory.md
130	Q00625	1|00086 	1-step	086	2026-08-28T12:17	phase_measure_theory	26060	277	31	AgentBehavior,t_-i,AgentReport,Adversarial,Cost_i,PostHocReview,SystemOutcome,PolicyExists,Enforceability,O_acceptable,Features,t_i,ReportedValue,TrueValue	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-121717_step-086-mechanism-design-and-institutional-equilibrium.md
131	Q00626	1|00087 	1-step	087	2026-08-28T12:17	phase_measure_theory	22193	235	22	Approve,DecisionType,Collective,UniversalTruth,Preference_A,decide,v_i,w_security,w_developer,AgentWeight,Votes,V_i,Quorum,Delegation_A	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-121755_step-087-collective-choice-preference-aggregation-and-legitimate-decision.md
132	Q00627	1|00088 	1-step	088	2026-08-28T12:18	phase_measure_theory	24724	226	14	DecisionRisk,X_R,Embedding,L_max,Compression,Document_A,Document_B,each,Preserve,Discard,UnsafeDeletion,Likely,Service_X,ApprovedBy	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-121847_step-088-information-theory-information-sufficiency-and-safe-knowledge-compression.md
133	Q00628	1|00089 	1-step	089	2026-08-28T12:19	phase_measure_theory	23140	259	19	PO_3,Property,PO_1,PO_2,Submitted,Implemented,things,NP,x_3,DeployAllowed,Approximation,Intractable,Reachability,Unapproved	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-121923_step-089-computability-decidability-and-the-limits-of-knowledgeos.md
134	Q00629	1|00090 	1-step	090	2026-08-28T12:20	phase_measure_theory	22938	239	16	G_Q,C_compute,Formal,Scalability,CacheValidity,State_A,State_B,Parallelism,Predictable,usage,GraphSize,ReasoningSize,First,StaleKnowledge	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-122002_step-090-complexity-scalability-and-computational-economics.md
135	Q00630	1|00091 	1-step	091	2026-08-28T12:20	phase_measure_theory	25684	228	9	Specification,Response,DraftRequest,M_F,RI,Behaviors,s_C,Tests,Component	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-122043_step-091-formal-specification-and-refinement.md
136	Q00631	1|00092 	1-step	092	2026-08-28T12:21	phase_measure_theory	24329	246	19	Read,Write,UpdateStatus,Revoked,AI_1,AI_2,Irreversible,StateSnapshot,Recovery,amount,Atomic,Serializable,LostUpdate,WriteRejected	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-122128_step-092-concurrency-distributed-state-and-invariant-preservation.md
137	Q00632	1|00093 	1-step	093	2026-08-28T12:22	phase_measure_theory	22110	217	28	RPO,RTO,Recover,cause,Reconciliation,S_f,S_recovered,Checkpoint,RecoveredState,Primary,Secondary,RecoveryTime,S_partial,ApprovalExists	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-122208_step-093-reliability-fault-tolerance-and-recovery.md
