symbol	n_docs	birth_doc	birth_order_key	birth_step	birth_mtime	birth_lane	mtime_first_doc	mtime_first_mtime	order_disagrees	birth_path
q	89	Q00498	1|00003 	003	2026-08-27T14:11	phase_measure_theory	Q00313	2026-08-25T22:44	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-141118_step-003-evidence-assessment-algebra.md
source	88	Q00497	1|00002 	002	2026-08-27T14:09	phase_measure_theory	Q00309	2026-08-25T22:09	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-140919_step-002-what-does-it-mean-for-two-evidence-items-to-be-the-same.md
Evaluation	87	Q00570	1|00036 	036	2026-08-28T10:26	phase_measure_theory	Q00314	2026-08-25T22:49	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-102624_step-036-epistemic-calibration-reliability-meta-validation-and-knowledge-system-health.md
KnowledgeState	86	Q00498	1|00003 	003	2026-08-27T14:11	phase_measure_theory	Q00313	2026-08-25T22:44	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-141118_step-003-evidence-assessment-algebra.md
space	86	Q00503	1|00008 	008	2026-08-27T15:19	phase_measure_theory	Q00313	2026-08-25T22:44	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-151920_step-008-epistemic-acceptance-and-commitment.md
Confidence	86	Q00527	1|00025a	025a	2026-08-27T18:15	phase_measure_theory	Q00319	2026-08-25T23:16	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-181510_step-025a-2-evidence-to-assessment-to-assertion.md
i	86	Q00550	1|00025r	025r	2026-08-28T10:06	phase_measure_theory	Q00096	2026-08-22T16:19	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-100659_step-025r-decision-theory-utility-risk-value-of-information-and-rational-action.md
domain	85	Q00499	1|00004 	004	2026-08-27T14:22	phase_measure_theory	Q00310	2026-08-25T22:13	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-142250_step-004-the-evidence-aggregation-axioms.md
N	85	Q00529	1|00025a	025a	2026-08-27T18:18	phase_measure_theory	Q00096	2026-08-22T16:19	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-181825_step-025a-4-executable-knowledge-state-model.md
Risk	84	Q00501	1|00006 	006	2026-08-27T14:25	phase_measure_theory	Q00373	2026-08-26T11:57	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-142514_step-006-information-gain-and-value-of-evidence.md
Assertion	84	Q00514	1|00017 	017	2026-08-27T16:04	phase_measure_theory	Q00305	2026-08-25T21:48	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-160410_step-017-ontology-concepts-semantics-and-domain-models.md
status	83	Q00504	1|00009 	009	2026-08-27T15:20	phase_measure_theory	Q00325	2026-08-25T23:44	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-152002_step-009-contradiction-paraconsistency-and-belief-revision.md
Execution	83	Q00511	1|00015 	015	2026-08-27T15:56	phase_measure_theory	Q00437	2026-08-26T18:40	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-155652_step-015-decision-theory-and-action-selection.md
Inquiry	83	Q00699	1|00155a	155a	2026-08-28T13:44	phase_measure_theory	Q00381	2026-08-26T13:55	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-134443_step-155a-knowledgeos-epistemic-and-provenance-kernel-review.md
Value	82	Q00575	1|00001 	001	2026-08-28T10:33	phase_measure_theory	Q00327	2026-08-25T23:47	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-103343_step-001-40-review-where-we-are-now.md
X_t	82	Q00511	1|00015 	015	2026-08-27T15:56	phase_measure_theory	Q00308	2026-08-25T22:05	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-155652_step-015-decision-theory-and-action-selection.md
Implementation	81	Q00575	1|00001 	001	2026-08-28T10:33	phase_measure_theory	Q00412	2026-08-26T17:15	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-103343_step-001-40-review-where-we-are-now.md
Supported	81	Q00503	1|00008 	008	2026-08-27T15:19	phase_measure_theory	Q00417	2026-08-26T17:30	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-151920_step-008-epistemic-acceptance-and-commitment.md
Event	79	Q00575	1|00001 	001	2026-08-28T10:33	phase_measure_theory	Q00373	2026-08-26T11:57	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-103343_step-001-40-review-where-we-are-now.md
Boundary	79	Q00739	1|00161 	161	2026-08-29T01:13	phase_measure_theory	Q00307	2026-08-25T21:58	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-011309_step_161_semantic-contract-reconstruction.md
Gap	77	Q00504	1|00009 	009	2026-08-27T15:20	phase_measure_theory	Q00373	2026-08-26T11:57	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-152002_step-009-contradiction-paraconsistency-and-belief-revision.md
D_1	77	Q00519	1|00022 	022	2026-08-27T16:18	phase_measure_theory	Q00356	2026-08-26T10:35	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-161800_step-022-identity-lineage-provenance-causality-and-traceability.md
Rejected	76	Q00495	1|00001 	001	2026-08-27T14:06	phase_measure_theory	Q00324	2026-08-25T23:39	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-140653_step-001-operational-independence.md
sem	76	Q00541	1|00025i	025i	2026-08-28T09:37	phase_measure_theory	Q00411	2026-08-26T17:14	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-093700_step-025i-knowledge-identity-algebra.md
C_2	75	Q00499	1|00004 	004	2026-08-27T14:22	phase_measure_theory	Q00313	2026-08-25T22:44	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-142250_step-004-the-evidence-aggregation-axioms.md
Agent	74	Q00519	1|00022 	022	2026-08-27T16:18	phase_measure_theory	Q00314	2026-08-25T22:49	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-161800_step-022-identity-lineage-provenance-causality-and-traceability.md
Valid	73	Q00500	1|00005 	005	2026-08-27T14:23	phase_measure_theory	Q00316	2026-08-25T22:59	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-142333_step-005-what-is-the-mathematical-object-being-aggregated.md
d_1	73	Q00540	1|00025h	025h	2026-08-28T09:23	phase_measure_theory	Q00343	2026-08-26T00:28	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-092308_step-025h-formal-sa-rathi-algebra-decision-utility-risk-and-authorization.md
Actor	72	Q00495	1|00001 	001	2026-08-27T14:06	phase_measure_theory	Q00364	2026-08-26T11:17	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-140653_step-001-operational-independence.md
P_1	72	Q00500	1|00005 	005	2026-08-27T14:23	phase_measure_theory	Q00328	2026-08-25T23:51	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-142333_step-005-what-is-the-mathematical-object-being-aggregated.md
e_1	71	Q00495	1|00001 	001	2026-08-27T14:06	phase_measure_theory	Q00363	2026-08-26T11:10	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-140653_step-001-operational-independence.md
R_2	71	Q00508	1|00010 	010	2026-08-27T15:37	phase_measure_theory	Q00312	2026-08-25T22:29	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-153750_step-010-inference-and-derivation.md
itself	71	Q00511	1|00015 	015	2026-08-27T15:56	phase_measure_theory	Q00312	2026-08-25T22:29	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-155652_step-015-decision-theory-and-action-selection.md
valid	70	Q00504	1|00009 	009	2026-08-27T15:20	phase_measure_theory	Q00308	2026-08-25T22:05	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-152002_step-009-contradiction-paraconsistency-and-belief-revision.md
R_1	70	Q00508	1|00010 	010	2026-08-27T15:37	phase_measure_theory	Q00312	2026-08-25T22:29	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-153750_step-010-inference-and-derivation.md
AI	70	Q00506	1|00012 	012	2026-08-27T15:34	phase_measure_theory	Q00319	2026-08-25T23:16	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-153436_step-012-identity-entity-resolution-and-semantic-equivalence.md
W	70	Q00516	1|00019 	019	2026-08-27T16:09	phase_measure_theory	Q00305	2026-08-25T21:48	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-160922_step-019-authority-trust-evidence-weighting-source-reliability-and-knowledge-commitment.md
Reasoning	68	Q00511	1|00015 	015	2026-08-27T15:56	phase_measure_theory	Q00305	2026-08-25T21:48	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-155652_step-015-decision-theory-and-action-selection.md
S_1	67	Q00505	1|00011 	011	2026-08-27T15:24	phase_measure_theory	Q00328	2026-08-25T23:51	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-152413_step-011-uncertainty-propagation-and-derived-knowledge.md
Z_t	67	Q00536	1|00025d	025d	2026-08-27T18:31	phase_measure_theory	Q00359	2026-08-26T10:51	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-183142_step-025d-formal-zero-algebra.md
Theory	67	Q00792	1|00210 	210	2026-08-30T01:20	phase_measure_theory	Q00308	2026-08-25T22:05	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260830-012034_step_210_invariant-verification-matrix.md
M_t	66	Q00565	1|00031 	031	2026-08-28T10:22	phase_measure_theory	Q00328	2026-08-25T23:51	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-102251_step-031-mathematical-formalization-and-consistency-audit-of-knowledgeos.md
Buddhi	66	Q01535	1|00286 	286	2026-08-31T18:15	phase_measure_theory	Q01535	2026-08-31T18:15		docs/knowledgeos/brainstorming/phase_measure_theory/20260831-181552_step_286_gita-mapping-terms-to-knowledgeos-invalid-date-corrected.md
Can	65	Q00522	1|00025 	025	2026-08-27T16:26	phase_measure_theory	Q00310	2026-08-25T22:13	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-162652_step-025-executable-knowledgeos-reference-model-and-adversarial-simulation.md
Transition	65	Q00590	1|00054 	054	2026-08-28T11:37	phase_measure_theory	Q00334	2026-08-26T00:02	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-113723_step-054-mathematical-types-to-ddd-domain-types-to-executable-contracts.md
about	64	Q00495	1|00001 	001	2026-08-27T14:06	phase_measure_theory	Q00317	2026-08-25T23:01	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-140653_step-001-operational-independence.md
Assurance	64	Q00576	1|00041 	041	2026-08-28T10:34	phase_measure_theory	Q00576	2026-08-28T10:34		docs/knowledgeos/brainstorming/phase_measure_theory/20260828-103429_step-041-epistemic-sufficiency-decision-preconditions-and-assurance-composition.md
states	63	Q00498	1|00003 	003	2026-08-27T14:11	phase_measure_theory	Q00305	2026-08-25T21:48	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-141118_step-003-evidence-assessment-algebra.md
Hypothesis	63	Q00508	1|00010 	010	2026-08-27T15:37	phase_measure_theory	Q00322	2026-08-25T23:35	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-153750_step-010-inference-and-derivation.md
Entity	63	Q00506	1|00012 	012	2026-08-27T15:34	phase_measure_theory	Q00354	2026-08-26T10:32	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-153436_step-012-identity-entity-resolution-and-semantic-equivalence.md
Meaning	63	Q00506	1|00012 	012	2026-08-27T15:34	phase_measure_theory	Q00355	2026-08-26T10:32	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-153436_step-012-identity-entity-resolution-and-semantic-equivalence.md
d_2	63	Q00540	1|00025h	025h	2026-08-28T09:23	phase_measure_theory	Q00343	2026-08-26T00:28	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-092308_step-025h-formal-sa-rathi-algebra-decision-utility-risk-and-authorization.md
but	63	Q00615	1|00077 	077	2026-08-28T12:10	phase_measure_theory	Q00312	2026-08-25T22:29	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-121039_step-077-governance-of-the-decision-model.md
F_t	63	Q00769	1|00188 	188	2026-08-29T08:24	phase_measure_theory	Q00308	2026-08-25T22:05	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-082439_step_188_the-hindsight-contamination-test.md
Revision	62	Q00503	1|00008 	008	2026-08-27T15:19	phase_measure_theory	Q00305	2026-08-25T21:48	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-151920_step-008-epistemic-acceptance-and-commitment.md
Current	61	Q00502	1|00007 	007	2026-08-27T14:27	phase_measure_theory	Q00337	2026-08-26T00:08	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-142709_step-007-how-does-new-evidence-change-the-knowledge-state.md
formal	61	Q00565	1|00031 	031	2026-08-28T10:22	phase_measure_theory	Q00447	2026-08-26T22:30	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-102251_step-031-mathematical-formalization-and-consistency-audit-of-knowledgeos.md
Space	61	Q00846	1|00263 	263	2026-08-30T19:29	phase_measure_theory	Q00308	2026-08-25T22:05	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260830-192926_step_263_entity-dimension-value-type-system.md
Lineage	60	Q00497	1|00002 	002	2026-08-27T14:09	phase_measure_theory	Q00446	2026-08-26T22:15	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-140919_step-002-what-does-it-mean-for-two-evidence-items-to-be-the-same.md
Complete	59	Q00505	1|00011 	011	2026-08-27T15:24	phase_measure_theory	Q00308	2026-08-25T22:05	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-152413_step-011-uncertainty-propagation-and-derived-knowledge.md
New	59	Q00769	1|00188 	188	2026-08-29T08:24	phase_measure_theory	Q00325	2026-08-25T23:44	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-082439_step_188_the-hindsight-contamination-test.md
P_2	58	Q00500	1|00005 	005	2026-08-27T14:23	phase_measure_theory	Q00328	2026-08-25T23:51	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-142333_step-005-what-is-the-mathematical-object-being-aggregated.md
Relation	58	Q00500	1|00005 	005	2026-08-27T14:23	phase_measure_theory	Q00354	2026-08-26T10:32	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-142333_step-005-what-is-the-mathematical-object-being-aggregated.md
Human	58	Q00501	1|00006 	006	2026-08-27T14:25	phase_measure_theory	Q00320	2026-08-25T23:31	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-142514_step-006-information-gain-and-value-of-evidence.md
id	58	Q00526	1|00025a	025a	2026-08-27T18:13	phase_measure_theory	Q00305	2026-08-25T21:48	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-181325_step-025a-1-minimal-formal-state-and-type-system.md
Ideal	58	Q00806	1|00225 	225	2026-08-30T09:27	phase_measure_theory	Q00326	2026-08-25T23:45	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260830-092757_step_225_establish-the-historical-baseline-a-h.md
e_2	57	Q00495	1|00001 	001	2026-08-27T14:06	phase_measure_theory	Q00363	2026-08-26T11:10	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-140653_step-001-operational-independence.md
do	57	Q00510	1|00014 	014	2026-08-27T15:52	phase_measure_theory	Q00387	2026-08-26T14:32	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-155259_step-014-causality-dependency-and-counterfactual-reasoning.md
H_1	57	Q00544	1|00025l	025l	2026-08-28T09:40	phase_measure_theory	Q00459	2026-08-27T09:05	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-094013_step-025l-distributed-knowledge-merge-convergence-and-consistency.md
System	56	Q00575	1|00001 	001	2026-08-28T10:33	phase_measure_theory	Q00309	2026-08-25T22:09	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-103343_step-001-40-review-where-we-are-now.md
Validation	56	Q00575	1|00001 	001	2026-08-28T10:33	phase_measure_theory	Q00476	2026-08-27T11:33	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-103343_step-001-40-review-where-we-are-now.md
Update	56	Q00511	1|00015 	015	2026-08-27T15:56	phase_measure_theory	Q00334	2026-08-26T00:02	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-155652_step-015-decision-theory-and-action-selection.md
Rules	56	Q00514	1|00017 	017	2026-08-27T16:04	phase_measure_theory	Q00320	2026-08-25T23:31	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-160410_step-017-ontology-concepts-semantics-and-domain-models.md
E_t+1	56	Q00528	1|00025a	025a	2026-08-27T18:17	phase_measure_theory	Q00308	2026-08-25T22:05	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-181716_step-025a-3-knowledge-state-revision-conflict-temporal-validity-and-retraction.md
Replay	56	Q00529	1|00025a	025a	2026-08-27T18:18	phase_measure_theory	Q00435	2026-08-26T18:31	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-181825_step-025a-4-executable-knowledge-state-model.md
How	56	Q00544	1|00025l	025l	2026-08-28T09:40	phase_measure_theory	Q00328	2026-08-25T23:51	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-094013_step-025l-distributed-knowledge-merge-convergence-and-consistency.md
change	56	Q00558	1|00025z	025z	2026-08-28T10:13	phase_measure_theory	Q00318	2026-08-25T23:10	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-101325_step-025z-action-intervention-control-risk-and-feedback.md
Understanding	56	Q00706	1|00158 	158	2026-08-28T13:58	phase_measure_theory	Q00351	2026-08-26T10:23	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260828-135842_step-158-preparation-gita-chapter-4-characters-and-their-roles.md
x_1	55	Q00506	1|00012 	012	2026-08-27T15:34	phase_measure_theory	Q00338	2026-08-26T00:11	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-153436_step-012-identity-entity-resolution-and-semantic-equivalence.md
Authorized	55	Q00507	1|00013 	013	2026-08-27T15:37	phase_measure_theory	Q00507	2026-08-27T15:37		docs/knowledgeos/brainstorming/phase_measure_theory/20260827-153702_step-013-sufficiency-completeness-and-readiness-for-purpose.md
Recommendation	55	Q00511	1|00015 	015	2026-08-27T15:56	phase_measure_theory	Q00399	2026-08-26T16:06	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-155652_step-015-decision-theory-and-action-selection.md
theory	55	Q00526	1|00025a	025a	2026-08-27T18:13	phase_measure_theory	Q00305	2026-08-25T21:48	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-181325_step-025a-1-minimal-formal-state-and-type-system.md
Qualify	54	Q00502	1|00007 	007	2026-08-27T14:27	phase_measure_theory	Q00502	2026-08-27T14:27		docs/knowledgeos/brainstorming/phase_measure_theory/20260827-142709_step-007-how-does-new-evidence-change-the-knowledge-state.md
